client_id,campaign_id,external_site_id
7537845151,2,121048
3928547202,1,359086
8311178955,1,551641
3637399005,1,470633
66223661,2,177005
9435307682,1,346725
6637084048,3,834615
4449702625,3,933060
3389593451,1,764126
9187394452,2,369515
7998099813,1,874056
483607399,1,593298
1524141418,3,705444
1429174505,3,924802
8574112912,3,149970
7560868998,2,133087
6723560852,2,160444
2685908489,1,487059
8412489585,2,493423
681804343,2,395532
3121359890,2,485906
449136067,2,563635
591732195,1,973287
8484188844,2,894263
4589951295,2,801860
6815939140,3,473448
5048807097,2,956449
5520099103,2,906721
5273131222,2,530004
9182698967,2,644089
5248324234,1,228627
6000015966,1,497713
5068759200,1,38700
9850329843,2,885406
5113310281,3,727403
4844499598,1,963277
6756617823,1,622729
976029906,1,179498
5814643792,3,994370
5847334226,1,670248
7648029252,1,177514
6766874153,1,487935
9418662722,1,202655
5764431277,1,434374
3835061038,3,92860
6337535262,1,502467
1518577713,3,593298
864463879,2,334132
1638619642,3,882546
3364863638,2,335053
6139337407,2,453518
6400014254,2,469345
5356187574,3,248280
865443234,3,4013
9815348573,2,485030
8860914398,2,626562
2249900359,2,514828
7375089750,3,353920
32410865,2,683627
6492663338,3,908473
2246338835,1,595559
7094153774,3,650086
3369857869,1,394888
8158567988,2,122156
2675089908,2,20941
7618913183,1,100197
222433913,2,77040
1440540246,1,924248
6621843495,3,996863
6960525721,2,978131
714424441,2,754071
5224110951,1,493700
7242192860,1,585317
4206649610,1,532175
8765594259,3,183189
7146457507,2,187569
2212646357,1,819117
2203613036,1,146511
3168536965,2,436036
9074878016,2,626285
9313235075,2,645751
2137081077,2,247172
3131849061,2,151632
2968755813,3,708858
2029834995,2,20020
3863012082,2,605846
2211855778,2,536143
8331241883,3,671446
8091940536,1,59925
2164525093,1,876781
5259668964,2,377586
5002660086,1,745581
5558753849,3,771321
3792653441,3,181759
2915045794,1,319967
6601255853,3,255520
9554597531,3,341237
9000015252,3,674628
5730879142,1,586702
3641488051,2,489919
3735178603,2,905613
7452163029,2,683717
3826797219,1,764635
7807093704,2,670660
834932897,3,743365
2591929831,2,808321
9058817938,3,185495
7053226202,3,975780
7295507401,1,941917
8741769737,1,397606
4311266313,1,803709
5218237447,2,45438
1956959609,3,575217
964433388,3,483368
7252791462,3,938780
9450256007,3,47235
3019021766,1,610368
9964726635,3,665172
650662842,2,456932
3195917389,3,993861
5441540211,3,767263
7923533210,1,990357
779344662,3,477738
2532467966,3,409465
2695294807,1,464823
4037893887,3,434097
2070912951,1,838583
7779303938,1,3459
3057399116,3,722746
8714350016,2,899294
7639596685,2,60015
4449149458,2,546520
8639758875,3,273511
487356466,3,1520
4134784846,2,304282
3110147037,2,953267
4929276616,3,258335
893608652,2,468649
6538449055,3,163581
3885725804,2,578631
7759109257,1,964939
8496767480,1,512432
6728604567,1,222720
5756120103,2,582457
8926981239,2,806427
703536384,2,577568
9860068794,3,551042
1334990381,3,467084
5066064472,1,909903
5849024132,1,650086
5371713440,1,62089
2168331128,2,836644
9973381663,3,829262
6860682825,2,994183
4716707766,1,402914
1792659806,2,874932
8041180899,2,856851
3785469574,2,39119
6635911305,1,81188
924361135,2,77639
9149892607,3,392627
9859553506,1,809152
1918571609,3,259720
9625230511,2,306775
3556648721,2,311851
8048607714,3,8857
8843244922,3,54939
2437603945,1,14989
5275625939,1,554456
9904332293,1,915301
8128101273,1,795174
848010983,1,509153
3021479105,2,977300
3329797214,1,904228
8399091561,3,707660
8563695095,3,631728
3245506578,2,650685
4417617510,2,708813
4881550710,1,656360
3097496574,3,929092
2460025199,2,686854
7724084100,3,466942
5520682435,3,279373
2913105281,2,862339
1480507826,2,289061
9942607039,3,971535
2738998066,2,208562
6755308877,1,233748
1018728973,1,142962
1432213500,1,360104
6178972049,3,69516
4924384476,3,200671
5961580558,2,369515
153133696,1,588319
6108405454,2,452552
8820052116,3,940764
4448752857,3,43177
6216841643,2,723113
9837981111,2,16284
7082893499,1,436822
2567678354,2,965583
3968546655,2,849424
8017207815,3,790188
2710593358,3,732801
8108081537,2,834106
5685871647,2,990357
9911191310,1,10055
2829580916,1,546939
642676078,1,844902
2099814374,1,361489
3461243700,2,522300
5623244382,2,213863
6652199024,1,388105
3985383204,1,292887
3735563951,2,673752
8996291376,1,531666
9928879266,3,409510
2016649217,3,504496
8550926205,2,978318
1282470206,3,8161
6187124995,2,220137
916052933,3,558656
2602150385,1,44652
9733189922,2,235455
145869599,2,354519
967422436,3,836554
9695053429,1,160399
8111387296,2,626143
2869834449,3,958111
2852199783,2,426580
1707505096,2,755913
9232475561,2,352400
752545530,1,960417
4364106995,2,4058
8896690056,1,44839
825634974,3,580428
8726557565,1,601833
7926938812,1,81697
6500182952,2,548736
985376087,1,729664
9438228731,2,142962
8596042162,3,723944
6870557532,3,827188
6633070394,3,384092
9156827594,1,28967
2630885587,3,623979
2586164212,1,893986
1396136015,2,672509
7168712306,3,225722
5270447759,1,389812
5802925991,2,381000
9581511641,2,926000
553694382,3,270606
4868315807,3,483046
1350058555,2,979007
6082455344,3,719055
205673545,1,953222
6174422264,1,995800
7561130793,1,923050
1646661796,3,865064
4618350685,1,682332
7847877352,3,957647
7133595641,2,312540
2894662805,2,126169
4885383390,2,209992
9959334695,3,492457
1789406547,3,221200
2362323538,1,896801
9545842272,3,163259
364745144,2,775521
6145559065,2,222121
22590160,3,959309
5087587685,1,141532
61273849,2,450935
7097690040,1,88570
1641958671,3,70534
5439017287,3,549013
3282066418,1,789776
4674169584,2,373573
2204811547,3,217876
8921009608,1,962723
4258656548,2,119431
8297357485,2,461686
9375015123,2,892324
9134907608,2,203441
7536341683,1,238869
8638807614,2,843150
3799600285,3,132398
4671747361,2,247816
7642213030,3,92860
7761777426,3,841166
6637199537,3,558192
9096427299,2,474234
8862599184,2,885406
8611464785,3,289937
5326830156,3,612584
5864764137,2,688239
4816870924,2,495317
5404412521,2,616320
5801707242,1,341694
1757680720,1,233793
7961474456,3,669417
5459850062,3,635509
7029524404,1,947959
3951849516,1,312031
2843667778,2,531022
3119773590,2,899706
2453127330,2,438851
5004658653,1,393039
9155495635,3,682751
4512739289,1,120172
9012995714,2,37180
2143518123,2,714855
2904699433,2,240576
9795576819,2,514229
6983567925,3,80267
644835360,1,846654
1758001491,1,959586
7452633420,2,39209
3793393822,3,346403
8908959859,1,943856
5441009415,2,465100
5178177119,2,663465
4263027005,1,819806
1774336118,3,533972
6976032478,1,600403
316216631,1,764635
151186414,1,722746
2520849696,1,121692
821959258,2,200626
5617089156,1,865199
1352084149,2,315632
7340249840,2,748673
5870276076,2,332702
6316385810,2,619270
6146628189,2,109930
4967519557,1,432300
9512159351,2,139039
6055410297,3,137976
3515929639,3,905980
4032058645,3,952391
3383680544,3,668309
7331215946,2,866075
6826236769,2,887435
3084560926,1,58630
7131347132,2,235777
8751879875,1,429717
751344470,3,621995
919994209,2,860265
6436040902,3,72241
8494373342,3,979606
7519917395,1,174789
8651878221,2,491072
5179155136,1,132533
2664998923,1,289383
287630650,3,232827
8519643343,2,921665
9572668626,3,880053
4458364425,2,959032
3569768460,3,76067
9568602230,1,114587
2372476995,1,955528
1823304354,3,902753
1037267558,3,256351
982431838,2,172760
1215807876,3,597266
2860874579,3,171285
3937661478,3,314434
1634385080,3,260319
2713008392,1,564189
685446351,1,337546
5092989655,1,7285
1142685811,3,419153
1135044279,3,107070
1694003844,1,735249
2757430550,2,11852
3737234546,3,486460
2464327044,2,570418
8914039302,3,383583
2557548357,2,936107
362081250,3,544768
3282219148,3,602896
7842137350,3,989062
4412904542,2,400054
7207352234,2,425427
5707800513,2,673153
1921670511,3,683762
6014922675,1,165243
513905018,3,307419
4738140929,1,754206
3249353450,2,562347
8028177176,2,33766
570921712,3,980070
479212748,1,450291
5933185670,2,924847
7848137545,1,25276
532987391,2,882636
3532245470,3,335929
111631628,3,881947
2605328387,3,345340
8790695786,1,457763
2082791151,1,603495
7210189439,1,644508
6297603557,1,541863
4824951001,2,195872
8183007423,3,827001
6657340543,3,866906
4670468412,3,587301
3437083301,2,760068
3794833448,2,280848
8417833638,2,145126
2100081586,1,648978
1588099863,2,67906
6083909103,3,380079
4785345869,3,278819
8364159545,3,369373
7064544774,3,428287
7081191925,3,776629
1196477451,3,905935
7241837094,2,540246
8560422165,2,103978
3141941529,1,304424
6435785398,3,246109
45322014,2,857637
607855109,2,649487
9606675547,3,131934
2550059612,1,745394
7926702127,2,802601
7641451989,2,251784
1136455488,3,231854
405796386,1,107901
694830241,1,540665
8635953998,3,41380
2257769073,1,790929
9795503601,3,906444
9956883796,2,475709
1410160171,1,456932
7113662851,3,564234
3337594072,3,415694
4503935825,3,843839
4978607649,3,530513
473296564,1,748396
2293066672,3,978962
5483105177,2,228717
5476893732,3,108545
5958683660,1,159523
5064827085,1,162982
8845092640,3,428931
1327443078,2,804907
9843391166,1,139084
3295530563,1,852097
3610155587,3,219725
9585769601,1,704523
3092321965,3,25972
92315426,2,232318
7583037237,3,767218
8239381087,2,361489
2151481323,1,930155
158413102,3,642569
1449766274,1,174654
3112905646,3,553071
7409933303,1,846564
465397826,2,967290
8155133170,2,702816
5833077061,2,679427
5892296502,2,647136
2699990977,2,733542
7212143403,1,150202
7044534174,1,784101
7049434654,1,217232
5509245781,2,396086
416203754,2,355260
5112171255,2,482350
6267530628,2,895461
5712829996,1,215757
6166488789,3,536555
1958200714,1,463483
5849185847,1,956816
5275998330,2,956681
8187032547,1,537895
1575063517,2,102503
4187413754,2,964797
8154820349,2,713657
4615988645,2,456101
4912734142,1,793512
2563214594,3,999723
3845501565,3,919726
8083293362,1,321352
8926303486,3,127644
9388887001,2,508232
8826928418,2,117312
519503758,1,509430
8705111490,2,353965
2011531130,1,119895
1001203455,3,613737
1402220017,2,331916
640621130,2,178757
5480157130,2,543570
8267916133,2,689901
9145122082,3,948423
3466324314,3,140237
6609229024,2,301976
8598121319,1,473770
213232711,2,867183
9035199412,1,959818
8782218659,2,884852
6582538754,2,24632
4816831489,3,253678
5861724877,2,654795
3574786567,2,205605
4429480036,2,67674
8679164216,1,437698
7117827726,2,160444
9205778469,3,310601
8108297109,1,719886
7873950357,1,714166
6062642533,3,492734
2880523762,3,66012
7398749033,2,971902
7917679401,1,563590
2446707463,3,721406
9390621599,2,839459
1766569498,2,624945
2011522672,1,837475
2701137106,3,918715
2738226258,3,160953
1625798072,3,694513
5857355128,1,241961
978347097,1,110851
7082182043,1,608017
3580335150,3,882823
8563682083,2,61168
3659266851,3,599437
6269741131,3,515569
2165260498,3,146099
8926362419,2,964520
6569468090,1,900904
7328840744,3,241452
5047325257,2,669050
9714448035,1,751069
4378923670,3,163903
9554043562,2,113299
9138057668,1,836412
9122253609,2,608017
6504304727,1,480598
1383953249,1,751024
3287982433,1,87185
7811779608,3,322
2262453074,2,999903
8532069248,2,986344
5374289643,1,625499
1597354825,3,447154
3594894913,1,351105
5927685737,3,105318
5972464828,2,2860
4373337393,3,995845
581067981,2,515060
8587742419,2,841810
3319550800,2,624346
1826193426,2,607463
3798781666,2,878256
8264805446,1,335240
9026352990,2,618948
9068502798,2,85710
5048786784,3,854545
9988431572,1,750103
8910589656,2,308482
9166938539,1,884575
3457367212,3,788069
917142970,1,535866
5240226885,2,691885
7089867265,3,98258
2710344999,2,292243
2264296019,2,292610
5449314576,1,702861
2762989846,1,84190
2445030747,2,253723
7847342734,2,40317
8318744473,1,880839
5026499743,3,254644
8769978690,3,537064
4624725416,1,635741
5399953718,1,555796
1295873010,1,745813
6616368567,1,919037
1143761880,3,353276
1194138434,3,266361
9971235965,2,747887
3217172771,2,401207
9910080119,3,766799
8512285655,3,12593
775277830,3,43686
538837673,2,75790
2036826069,2,254554
6638667563,1,819806
9366296648,2,173913
2342586619,2,488811
7481476366,3,444384
5748204574,1,326982
7011536087,3,582921
1332319258,2,773537
7386351688,3,729851
864633356,2,766342
7322534581,2,40317
4790511425,1,448674
545210297,2,411816
1568585529,2,679891
8004134685,1,556672
2141040296,2,261427
5708894599,3,825114
7908281709,3,67352
5783633377,1,366468
9037888999,2,74637
8486709986,3,5720
4876561751,3,987220
8075163688,3,566405
4728632222,2,3871
4260722733,3,41747
3746038484,3,190017
4151435137,3,169765
416059266,1,146511
1103217678,1,176084
9255866555,3,545000
4381678360,2,635419
1537604300,1,328270
1487421294,2,288829
9147349738,3,580383
3321430139,2,68782
2770231036,1,675414
4974445278,1,97891
6716813676,1,964475
6315523979,2,681688
8704651405,2,605247
7763426418,1,254599
417564258,2,36626
7376337016,2,784423
8137274474,3,724221
2076503543,2,132166
654773510,1,755823
1406233443,2,844857
4460151875,1,827143
4811948596,1,183788
677104798,1,507723
3881402964,1,307374
925979815,3,729619
5390042108,1,179775
7780083258,3,878301
4045352985,3,747610
3254971327,1,705077
1922746765,3,386630
272192726,2,894772
5028828355,2,698249
5346170018,2,399545
9256374595,3,4148
9115903694,3,65368
838233881,3,129074
5566581258,1,81465
9102090764,3,262625
9245177578,3,94799
32634004,2,327903
4106579563,3,876916
6150344294,1,448075
1520679093,2,670293
5539567014,3,351891
3169897634,1,426902
5204050460,2,146099
70818758,1,98168
3141440457,2,553902
6132969636,1,780043
4430177984,1,677211
3348482738,3,558514
4991514886,3,633847
2645299492,2,635831
2676428027,3,422979
9477260732,1,204317
2899908591,3,834660
753636130,3,759050
5340348430,1,689624
697994043,3,668077
5810074145,3,995613
8440272918,1,233838
5295116503,2,483922
9765536460,1,61445
9983952511,2,420119
940308494,3,898875
1556161476,2,151355
1040461862,3,614291
8393665350,1,57155
1190932988,3,809519
9682866806,1,207222
9389221627,3,6132
4778120123,1,674905
5812975400,2,117866
721271149,2,647548
6541934777,2,779212
579215573,2,514551
1153969666,3,518010
9833201493,1,779811
8075953196,3,107302
692973803,3,123399
6432595783,3,933659
2816987686,3,281724
4483375108,1,313648
720588438,3,378050
4085820735,3,820315
2529114124,1,896614
145208060,3,442310
6386730250,3,366700
5326269978,2,599759
6023807358,3,642614
3782583685,1,16883
5622196920,2,420718
7931484825,3,44839
4632085232,1,18590
4304986588,2,519717
2400923874,1,793235
7159225464,2,318582
1413526388,3,763939
4053217611,1,193199
7193824905,3,123032
6335790731,3,979471
8934851434,1,376942
6925644410,1,194030
3105426687,1,608384
41537896,2,872349
7980897610,3,747520
7054775075,1,265395
1533788456,1,667388
6401524421,3,879132
7062458611,2,511047
3493607806,2,976791
8433944092,2,504496
9532918472,2,849701
1963761960,3,202610
387130301,1,140147
1059102364,3,541676
5422093878,1,802324
4422866026,3,955251
5065252358,1,47377
7810871882,2,100429
1172802379,1,522996
5587561249,1,486273
2159615361,1,194951
4297425011,3,780642
4178502779,1,835169
3823815251,3,378462
6785798514,2,889741
8684823232,2,828985
6398776953,3,725142
7701263261,3,453428
3148056713,3,786729
8068226384,2,784977
6581618036,1,159246
2539968258,2,881625
5460880012,2,139039
5743467853,1,978685
665955021,2,282787
9010861184,1,69471
3669050521,2,196426
1974706014,3,366146
8080755211,2,655948
5474525793,3,998061
6720373115,1,329101
796645723,3,192735
1064965039,2,190474
7800829924,2,169900
2998154106,1,908750
2059778648,2,893200
2659301908,3,694745
4334254128,1,174609
6216507534,2,486183
2360533712,1,286201
5635038128,1,665449
2156986061,1,320843
595600595,2,232872
5685254736,2,835955
9309006478,1,631960
4153551503,1,337314
1508712302,3,24632
3219248814,1,695344
3909481013,3,8947
6207888227,2,126723
8660976651,3,660283
3992017671,2,942104
5882378860,1,337546
2970743264,3,319413
8223625394,2,960784
5639867048,3,769936
298922021,2,308018
4408564969,3,667388
1803904159,1,571062
464879254,1,504174
4914924634,3,354519
2953280583,1,231719
9565608176,2,601601
2048993876,1,615167
7367785458,1,236930
4736788661,1,192735
9479762765,2,900724
4929175485,1,267933
7294371279,1,912995
382898598,2,479445
9633161004,3,177050
8948903118,1,445537
2129891184,1,190197
4894176930,3,20432
3373812221,1,206623
7277731988,3,867183
2294965658,2,969506
4145959959,1,478846
567186795,2,703924
6256403935,3,36993
888035759,1,50604
9996996812,3,162705
6031368065,1,176728
779754302,3,644553
5577145607,3,46037
669440158,3,636018
8267314534,3,58817
5941485330,2,429530
4210419777,3,333301
9920984377,3,607785
2301369682,1,704433
8012610423,1,945608
8535944551,3,735616
1773784255,1,504496
6414077780,1,523827
2690756474,1,588963
8180706811,1,320199
7287863820,1,797892
6974872152,2,500251
345692773,1,386121
8083027799,3,682841
5286845296,1,282555
8968332124,1,151265
1123549037,1,217232
2721321976,2,678506
770516628,3,503897
4419296022,3,830003
9631791098,1,654563
9368671168,2,239513
4399451662,2,505095
2839184194,1,446967
4020690962,3,872581
1802445533,2,793325
3301401723,3,654930
6477218420,2,897078
7375608049,2,311574
9294860738,2,537341
3690070703,2,454671
3811100613,1,835214
1307079119,3,598651
4215221088,3,387319
5230150597,1,190938
6886121393,3,613782
3555965170,2,418689
1532051898,1,948700
8695088166,2,518429
2430826648,1,219171
5478472172,3,774323
1147368761,1,479909
6822589461,3,910547
2623265832,3,863956
8163289142,3,103656
245718300,1,949853
3878394335,3,874842
9102055466,1,395487
230481247,3,501127
4207664889,1,499884
4478989965,1,321629
9288549292,3,972134
6103653606,3,641371
3731434867,1,568067
342935665,3,920235
1414921218,2,685102
1314069608,2,831845
6469143028,3,540433
5864144683,2,163813
4382696912,1,589517
9068071330,3,295193
3135669639,2,358352
6455158762,1,12683
1388367975,3,479168
4444483727,2,413800
5826492628,2,45438
9600816782,3,224981
9942095944,2,641828
1094976651,3,981358
3720921261,3,137976
7158099709,2,473448
4089127013,1,659916
3226152676,2,290768
5513963714,2,816714
6659686059,2,150247
5230722493,1,658209
4106766588,3,307097
6831067829,1,123077
8473700897,3,684915
3713513280,1,738521
1355034112,1,96783
9941400835,2,825990
8324805186,3,314801
6023685788,3,545412
2218939200,2,394057
1000533930,3,843704
8515055018,3,154402
8630613530,1,491626
8300070419,3,190616
660056739,1,34320
5375140512,2,228904
8789781039,1,720852
2566280586,2,919913
9855498345,3,615998
5320392788,3,717161
8148926595,2,99411
8931299985,3,466343
9822029216,2,184754
417894290,3,170222
2042820459,3,795908
984259783,2,342113
4785965282,2,135393
9209229022,1,501404
4826630262,2,761775
1122418356,3,920744
6290736981,3,1520
9856052984,3,34320
5403995778,3,644875
6544833952,2,664341
4288413406,1,934490
9194541496,1,343266
4901999941,1,387918
2609477982,1,290169
8381894144,1,210681
5733426944,1,302253
8227906671,2,507910
8872018994,1,375048
435743035,2,550121
9026727183,1,684503
4995014453,3,950085
1265600961,1,802137
7464748364,3,55171
6072418119,2,154215
3891200560,2,294182
4467296297,2,680258
6811043214,2,283064
388475845,2,462098
9411257257,2,980205
6703205076,3,160212
2528467221,1,980482
7079860484,1,815284
8902421481,3,30629
9598639753,2,186371
137667389,2,471097
58720110,2,91617
7145999185,3,636894
3855161702,1,378417
2160780724,3,316231
5575535521,1,257968
3608425617,3,157217
8132076840,3,970704
4557596156,1,251417
3348887257,3,539370
44022403,3,57110
9497274679,3,406463
9184111898,1,193566
4624499935,2,115006
1422357344,1,348664
7114988189,1,568666
5558882589,3,138485
1884540781,2,63197
9523103941,1,540388
4475792960,2,903120
1114159492,2,269131
2890081553,3,925266
3889927365,3,81607
5791783054,3,515704
1213650795,2,606864
5615113427,1,985281
490818423,3,12451
4703482141,1,583565
9161377611,1,74270
1295538232,2,605569
1089434544,2,716981
1314553006,1,950407
1442052882,3,653822
9093192617,3,497668
1709862506,2,581813
9783287202,1,987909
2458166107,1,793879
6924915819,3,624256
561877953,2,458594
348881574,3,550952
5414416530,1,984772
7371078425,3,105872
7437362814,3,699080
5738724655,2,770400
1832778045,1,278587
9697017487,1,246895
3858122872,3,43776
9506968596,1,564189
984074220,3,648102
2166119992,2,239700
9661673515,2,178712
3993827295,1,460578
9852354797,2,857495
9710584124,3,492734
2332723671,2,383493
6677461371,3,84789
3794437028,3,30075
8022002894,2,398991
8986900226,2,137931
7758736719,1,210172
6030421732,3,181572
8897581441,1,730495
373955112,3,552240
666162054,2,530236
9707683787,3,502602
9307998028,1,622684
5162166080,1,836554
6048603884,2,86032
4323180879,2,60382
5435285187,3,888910
3298699433,1,717670
4438609637,1,648012
7306630887,2,157494
7891555914,3,588177
6221758059,3,364993
6149192584,1,776165
9576911140,3,18313
7833625663,1,396917
7938656654,1,312540
9111725850,1,778059
2635742933,3,161043
8918552860,2,871937
5705511909,1,624855
5741174118,1,411584
2364672984,3,132121
6293506631,3,933292
6005620035,3,458040
1935896356,3,609724
8728703982,1,886746
5957126891,1,764216
2339672061,1,740737
9467804153,3,346448
9351054256,1,269408
696427856,2,787515
365992848,2,599250
9876271194,2,360104
6768315525,2,886881
981184857,3,812701
83311215,2,648289
7071978852,3,989481
1583648911,2,623425
3138439387,1,440236
2751123929,1,528484
7632432197,3,538539
1083555113,1,821191
3445571747,1,534204
470499495,1,206900
3173415432,3,131889
250693707,1,293396
5011496226,1,153526
1176652707,3,224659
139974544,1,436403
820147007,1,747887
1205442260,3,973609
4191773150,1,104487
8852326940,3,156064
7162468806,1,714810
860210036,3,294182
7363418438,1,191260
9835815571,2,960971
8724927646,1,966369
248483471,3,229503
6963377052,3,762097
9580768686,1,729851
7148611151,2,290813
6422706130,1,770078
7810501167,1,938735
8022946586,3,305854
2740611403,1,691099
1774809716,1,906489
2525426029,1,315123
2401743374,3,926000
13489025,1,932551
7614742547,2,341372
5406177274,1,258335
8712060951,3,300501
3285447664,1,489732
5606144732,3,884530
9784169710,1,300314
1203472441,2,522577
4436823209,2,585916
6957617483,3,227519
4999203341,2,72054
1648746226,1,123541
535738643,2,996309
5452047281,2,602432
3154772945,2,221799
5653617359,3,458085
239008168,2,716195
4809515865,2,705676
898381112,1,240531
4197342516,3,512799
4966669695,3,541264
8189869035,2,391841
4002369266,3,454813
4836399601,1,873045
998454165,2,333900
4170257134,1,349907
3425558621,1,970337
4591234778,3,684458
4041140614,2,790607
8056382863,3,50604
2930722141,2,812656
3779211119,2,559854
438733676,1,386308
8747337349,3,334132
4514749043,1,964475
7117229422,3,251185
8186870448,3,369373
893068384,3,287998
4306012737,1,121048
5780518840,3,229413
5039005015,1,260873
8257937440,1,526964
2355385886,1,774226
6710385879,3,67210
2292011580,2,97060
303305512,2,822898
3524169736,2,835536
4610731870,1,36993
9773844164,1,364117
6406008930,2,184200
1407495556,3,239790
3899713646,1,334177
5671923380,3,702494
5589709840,2,7008
7715507334,3,281125
5323755198,3,938458
4067134729,3,281679
764221377,2,33399
7244097934,1,288829
7171986999,1,780642
3966177271,3,879087
9620504650,1,982743
2572066455,3,582090
4030038980,1,70489
317702259,3,458639
5883009393,3,414354
8093022557,2,893709
5313670410,2,274484
1495642665,1,910869
329928551,3,591868
5193839969,3,191170
5674065378,3,874565
6990083782,3,591868
3244648863,3,690822
4864284229,2,353830
6080300844,2,735661
5799627071,2,993906
99674431,3,857083
5916684622,1,285048
2438611880,3,342390
4982602343,1,228717
1696295427,3,417768
9026303930,1,689759
4519835948,2,325597
530303285,3,446233
3096193530,3,239835
4861561380,3,5256
8883714713,2,118278
1594326727,1,153017
3144443479,1,99456
2002591167,1,531576
5866960271,2,919359
4555923447,1,489597
532951205,2,845456
9254538770,2,405542
6787766340,1,293673
8471997293,3,787051
9030151960,1,947682
8480101004,2,826956
7134890454,1,108500
6692489697,1,813854
4300473170,3,49406
2521289421,2,408956
6755380367,2,184619
1642570924,2,399545
6429393143,3,147619
7612506347,2,996032
1498123268,3,485030
7662096195,2,319368
5700805639,2,183047
8371433073,1,869444
9356567346,1,323381
3168623250,3,803844
2295087631,1,207499
9899551964,2,868845
4567359953,2,670847
83122140,3,448674
9221916188,2,282510
4619651041,3,418644
4535777429,3,970517
849384047,3,562804
8451946004,1,763018
5407474109,3,279141
